lead_time,market_segment_type,avg_price_per_room,booking_status,arrival_date,total_stay_nights
0,Direct,146.0,0,2015-09-09,1
1,Online TA,131.0,0,2015-09-11,3
36,Online TA,162.0,1,2015-09-19,4
125,Offline TA/TO,58.93,0,2015-09-20,7
4,Online TA,113.33,0,2015-10-09,3
9,Direct,108.0,0,2015-10-18,4
144,Online TA,70.0,1,2016-03-01,3
39,Online TA,113.0,1,2016-04-02,3
173,Online TA,46.98,0,2016-04-30,7
259,Offline TA/TO,46.4,1,2016-05-13,7
2,Online TA,89.0,1,2016-05-20,2
34,Online TA,119.0,1,2016-06-07,4
106,Online TA,185.33,1,2016-06-28,9
22,Online TA,159.0,1,2016-07-08,4
19,Online TA,194.0,1,2016-07-16,5
115,Online TA,161.67,1,2016-07-25,6
32,Direct,209.0,1,2016-08-27,5
20,Direct,162.1,1,2016-09-25,4
29,Online TA,174.0,1,2016-10-05,3
0,Direct,70.0,1,2016-11-04,1
59,Online TA,37.8,1,2016-11-26,1
319,Online TA,382.0,1,2016-12-31,1
2,Direct,39.0,0,2016-01-20,2
38,Online TA,129.48,0,2015-07-30,3
148,Offline TA/TO,90.95,0,2015-08-05,7
29,Online TA,186.9,0,2015-08-08,6
90,Online TA,179.63,0,2015-08-11,5
106,Online TA,166.0,0,2015-08-16,7
45,Direct,153.0,0,2015-08-21,3
89,Offline TA/TO,104.16,0,2015-08-22,10
89,Online TA,97.0,0,2015-09-08,2
0,Online TA,0.0,0,2015-09-28,0
0,Direct,47.0,0,2015-10-04,2
8,Online TA,83.0,0,2015-10-15,2
113,Offline TA/TO,35.0,0,2015-10-18,6
1,Online TA,83.0,0,2015-10-23,1
101,Offline TA/TO,62.5,0,2015-10-18,14
0,Direct,40.0,0,2015-11-03,2
1,Online TA,52.4,0,2015-11-08,3
1,Online TA,43.2,0,2015-11-18,2
13,Online TA,57.2,0,2015-12-22,2
0,Direct,38.0,0,2016-01-05,1
9,Online TA,48.0,0,2016-01-07,2
10,Online TA,44.8,0,2016-01-07,2
5,Online TA,48.0,0,2016-01-09,1
3,Corporate,30.0,0,2016-12-06,1
1,Direct,58.0,0,2016-02-04,3
29,Offline TA/TO,63.0,0,2016-02-06,3
1,Direct,45.0,0,2016-03-08,1
51,Direct,75.0,0,2016-03-24,4
64,Offline TA/TO,50.24,0,2016-03-23,5
80,Online TA,52.2,0,2016-04-03,1
33,Offline TA/TO,37.1,0,2016-04-25,5
28,Online TA,201.0,0,2016-07-06,3
319,Offline TA/TO,59.51,0,2016-07-04,7
122,Offline TA/TO,110.7,0,2016-07-15,6
187,Online TA,83.0,0,2016-07-09,7
60,Online TA,160.0,0,2016-07-15,4
154,Offline TA/TO,92.1,0,2016-07-21,7
18,Online TA,251.0,0,2016-07-28,3
180,Online TA,187.0,0,2016-08-01,7
132,Direct,229.0,0,2016-08-03,7
50,Offline TA/TO,243.5,0,2016-08-05,6
206,Online TA,250.0,0,2016-08-08,8
13,Direct,241.0,0,2016-08-17,6
42,Offline TA/TO,151.0,0,2016-08-23,5
221,Offline TA/TO,87.43,0,2016-08-26,7
13,Direct,99.0,0,2016-09-11,3
37,Online TA,219.0,0,2016-09-08,4
9,Online TA,172.1,0,2016-09-08,4
253,Online TA,93.5,0,2016-09-18,6
342,Groups,42.3,0,2016-09-29,6
228,Online TA,69.71,0,2016-09-30,7
14,Direct,57.6,0,2016-10-11,1
7,Direct,38.0,0,2016-10-28,2
54,Offline TA/TO,35.0,0,2016-10-30,7
18,Online TA,75.0,0,2016-11-09,1
8,Online TA,35.12,0,2016-11-15,1
38,Direct,50.22,0,2016-11-17,4
1,Direct,76.22,0,2016-12-02,9
96,Online TA,80.7,1,2015-07-19,8
39,Offline TA/TO,101.5,1,2015-08-14,2
0,Online TA,156.0,0,2015-08-25,1
2,Online TA,152.0,0,2015-09-10,2
21,Online TA,104.43,0,2015-09-12,7
28,Online TA,84.0,0,2015-09-15,3
47,Online TA,94.5,0,2015-09-23,2
68,Offline TA/TO,48.0,1,2015-09-29,2
22,Online TA,88.17,0,2015-10-01,2
62,Online TA,68.72,0,2015-10-19,5
146,Offline TA/TO,65.0,0,2015-12-29,3
30,Online TA,89.3,0,2016-02-05,4
27,Online TA,70.0,1,2016-02-07,9
44,Online TA,67.5,1,2016-02-12,2
9,Online TA,85.0,1,2016-02-21,3
84,Online TA,82.45,0,2016-03-28,5
88,Online TA,85.5,1,2016-04-03,2
103,Online TA,70.03,0,2016-04-17,4
61,Online TA,118.8,1,2016-04-22,3
18,Online TA,141.0,1,2016-05-07,2
65,Online TA,162.45,1,2016-06-10,10
27,Direct,109.65,1,2016-06-15,3
56,Online TA,80.19,1,2016-06-20,4
103,Offline TA/TO,77.29,1,2016-06-26,3
167,Online TA,62.18,1,2016-06-28,4
162,Online TA,85.5,1,2016-06-30,1
166,Online TA,96.79,1,2016-07-07,4
106,Online TA,94.5,1,2016-07-12,8
21,Online TA,138.0,1,2016-08-01,4
170,Online TA,112.2,1,2016-08-11,5
135,Online TA,94.5,1,2016-08-23,5
209,Online TA,90.0,1,2016-08-27,2
196,Online TA,102.85,1,2016-09-04,10
24,Direct,136.5,1,2016-09-09,4
32,Online TA,149.4,1,2016-09-11,3
175,Online TA,126.9,1,2016-09-18,2
96,Online TA,135.9,1,2016-09-26,3
157,Offline TA/TO,133.6,1,2016-10-07,1
62,Online TA,132.3,1,2016-10-14,3
58,Online TA,86.4,1,2016-11-18,3
18,Online TA,74.8,1,2016-11-25,4
30,Online TA,88.0,1,2016-11-26,3
1,Direct,78.53,1,2016-11-28,4
11,Online TA,76.29,1,2016-12-02,4
218,Online TA,49.68,1,2016-12-09,2
39,Online TA,88.0,1,2016-12-09,2
211,Online TA,63.75,1,2016-12-16,4
303,Online TA,91.8,1,2016-12-27,3
269,Online TA,105.3,1,2016-12-31,2
174,Online TA,76.5,1,2015-07-20,4
19,Offline TA/TO,80.0,1,2015-10-06,3
31,Online TA,106.2,1,2015-10-11,3
3,Groups,170.0,0,2015-09-25,5
8,Corporate,65.0,0,2015-09-29,3
7,Corporate,65.0,0,2015-10-22,1
1,Direct,109.0,0,2015-10-14,1
21,Online TA,105.79,1,2015-10-31,6
14,Offline TA/TO,47.78,0,2015-11-06,9
33,Offline TA/TO,110.0,1,2015-12-09,2
29,Offline TA/TO,46.67,0,2015-11-14,3
1,Corporate,76.0,0,2016-01-05,1
37,Online TA,94.18,0,2015-11-25,5
86,Groups,85.0,1,2016-01-22,1
43,Offline TA/TO,64.0,0,2015-12-26,4
93,Offline TA/TO,60.67,0,2015-12-30,3
1,Offline TA/TO,69.5,0,2016-01-14,2
2,Online TA,80.0,0,2016-01-19,4
8,Online TA,79.0,0,2016-01-20,4
19,Online TA,89.3,0,2016-01-29,3
11,Offline TA/TO,161.8,0,2016-02-24,3
8,Groups,100.0,0,2016-03-09,3
0,Online TA,109.0,0,2016-03-14,2
9,Online TA,141.0,0,2016-03-22,3
78,Offline TA/TO,109.18,0,2016-03-23,4
50,Offline TA/TO,75.0,0,2016-03-29,3
57,Online TA,85.85,0,2016-03-28,4
83,Offline TA/TO,80.75,0,2016-03-28,5
6,Offline TA/TO,95.0,0,2016-04-01,4
59,Online TA,137.7,0,2016-04-08,3
58,Direct,109.2,0,2016-04-28,3
15,Offline TA/TO,112.8,0,2016-05-18,1
93,Online TA,170.1,0,2016-05-08,3
14,Online TA,147.0,0,2016-05-29,1
4,Direct,119.0,0,2016-06-08,1
0,Direct,45.0,0,2016-01-30,1
0,Direct,45.0,0,2016-02-16,3
3,Online TA,129.0,0,2016-06-25,1
210,Offline TA/TO,168.8,0,2016-08-15,7
383,Groups,56.0,0,2016-10-06,3
56,Offline TA/TO,44.0,0,2016-11-16,3
132,Groups,65.0,0,2015-07-23,1
24,Offline TA/TO,72.8,1,2016-02-22,3
44,Online TA,157.5,1,2016-08-31,3
98,Online TA,91.4,1,2016-12-26,4
1,Corporate,65.0,0,2015-11-05,1
7,Corporate,65.0,0,2015-10-12,1
0,Online TA,85.0,0,2016-02-24,1
0,Direct,136.0,0,2016-02-23,2
0,Offline TA/TO,84.0,0,2016-03-02,1
1,Online TA,96.0,0,2016-03-23,1
5,Online TA,130.13,0,2016-04-28,1
69,Online TA,108.53,0,2016-04-27,5
15,Online TA,114.5,0,2015-07-03,2
73,Direct,172.0,1,2015-07-04,7
0,Direct,98.0,0,2015-07-07,4
14,Online TA,75.46,0,2015-07-09,5
66,Online TA,195.0,1,2015-07-16,2
91,Online TA,118.5,0,2015-07-17,3
64,Direct,128.25,0,2015-07-18,7
65,Online TA,167.5,0,2015-07-20,7
53,Online TA,173.0,1,2015-08-07,3
75,Direct,276.43,0,2015-08-08,7
80,Online TA,151.89,1,2015-08-22,9
71,Online TA,137.67,1,2015-09-01,3
78,Direct,163.0,0,2015-09-06,7
185,Groups,90.0,0,2015-09-21,2
59,Corporate,45.0,0,2015-10-08,3
11,Corporate,45.0,0,2015-10-10,1
46,Online TA,50.4,1,2015-10-11,1
52,Online TA,106.0,1,2015-10-23,7
155,Groups,36.0,0,2015-10-31,1
51,Online TA,51.84,1,2015-10-31,5
35,Corporate,52.2,0,2015-11-06,9
79,Offline TA/TO,56.16,0,2015-11-09,6
60,Online TA,53.0,0,2015-11-11,4
72,Groups,73.33,1,2016-02-06,3
1,Direct,75.0,1,2016-02-13,1
200,Online TA,79.2,0,2016-04-27,5
212,Offline TA/TO,83.16,1,2016-05-28,2
3,Corporate,65.0,1,2016-06-06,1
9,Online TA,169.0,1,2016-07-01,2
292,Online TA,132.17,0,2016-07-28,13
161,Online TA,172.0,1,2016-07-30,12
90,Online TA,179.0,1,2016-08-06,4
6,Direct,229.0,1,2016-08-25,1
31,Online TA,214.0,1,2016-08-25,3
340,Offline TA/TO,57.8,0,2016-08-30,10
143,Groups,81.0,1,2016-09-26,10
48,Online TA,107.0,1,2016-09-30,5
160,Online TA,69.0,1,2016-10-03,5
69,Online TA,33.6,1,2016-11-26,7
82,Offline TA/TO,86.4,1,2016-12-07,4
156,Direct,173.1,1,2016-12-30,3
8,Offline TA/TO,103.5,0,2016-09-23,3
1,Direct,95.0,0,2016-06-14,1
6,Direct,14.0,0,2016-01-28,2
178,Offline TA/TO,119.25,1,2015-08-10,5
98,Online TA,159.0,0,2015-07-16,3
45,Offline TA/TO,131.2,0,2015-07-27,5
177,Offline TA/TO,125.1,0,2015-07-29,10
34,Online TA,221.0,0,2015-08-09,4
57,Offline TA/TO,90.38,0,2015-08-27,7
32,Online TA,165.0,0,2015-09-20,8
224,Offline TA/TO,31.45,0,2015-09-23,8
29,Offline TA/TO,26.1,0,2015-11-19,4
11,Online TA,48.0,0,2016-01-07,1
16,Offline TA/TO,72.5,0,2015-12-23,8
1,Corporate,42.0,0,2016-04-12,1
0,Online TA,58.0,0,2016-01-28,1
0,Online TA,92.0,0,2016-01-28,3
2,Offline TA/TO,25.0,0,2016-02-10,2
22,Online TA,43.2,0,2016-02-02,10
61,Offline TA/TO,33.3,0,2016-02-11,4
9,Corporate,30.0,0,2016-02-25,1
28,Online TA,48.0,0,2016-03-01,2
3,Online TA,58.0,0,2016-03-05,2
61,Online TA,48.0,0,2016-03-19,4
5,Online TA,117.0,0,2016-04-07,5
54,Offline TA/TO,54.56,0,2016-04-11,6
88,Offline TA/TO,69.7,0,2016-04-15,7
92,Online TA,73.0,0,2016-04-21,2
79,Online TA,74.43,0,2016-04-29,7
3,Online TA,79.0,0,2016-05-08,3
126,Online TA,90.0,0,2016-05-21,7
3,Online TA,43.0,0,2016-12-13,1
30,Online TA,169.0,0,2016-06-03,3
143,Online TA,0.0,0,2016-06-06,0
102,Online TA,59.91,0,2016-05-28,10
7,Online TA,144.0,0,2016-06-30,2
158,Online TA,161.0,0,2016-06-12,6
60,Online TA,146.33,0,2016-06-30,3
0,Direct,161.0,0,2016-07-13,1
92,Direct,192.0,0,2016-07-18,4
2,Online TA,281.0,0,2016-07-30,2
161,Offline TA/TO,90.1,0,2016-07-28,7
342,Offline TA/TO,151.64,0,2016-07-26,10
3,Online TA,206.0,0,2016-08-19,2
56,Online TA,261.0,0,2016-08-20,2
56,Direct,203.0,0,2016-08-17,5
8,Groups,101.0,0,2016-09-15,3
199,Online TA,90.0,0,2016-09-19,6
51,Direct,68.0,0,2016-09-25,10
259,Groups,46.36,0,2016-10-14,7
0,Direct,85.5,0,2016-10-21,2
80,Groups,115.0,0,2016-10-22,3
65,Online TA,73.44,0,2016-10-23,4
42,Online TA,56.73,0,2016-10-29,3
74,Offline TA/TO,55.8,0,2016-11-05,3
6,Direct,0.0,0,2016-11-09,0
31,Online TA,37.8,0,2016-11-08,4
0,Direct,108.0,0,2016-11-19,2
0,Direct,66.0,0,2016-11-17,2
3,Offline TA/TO,30.0,0,2016-12-19,4
1,Online TA,65.0,0,2016-12-24,2
90,Offline TA/TO,56.63,0,2016-12-21,7
79,Online TA,104.76,0,2016-12-24,5
4,Online TA,43.0,0,2016-03-08,2
237,Online TA,76.25,0,2016-12-29,8
4,Groups,63.0,0,2015-07-03,2
106,Online TA,106.75,1,2015-07-29,7
9,Direct,153.0,0,2015-08-21,6
0,Online TA,133.0,1,2015-09-04,2
86,Corporate,90.0,0,2015-09-09,3
15,Online TA,116.75,0,2015-09-09,4
64,Online TA,190.0,0,2015-09-25,2
5,Online TA,63.0,0,2015-12-26,4
13,Direct,116.0,1,2015-12-27,2
33,Direct,87.5,0,2016-01-05,3
31,Online TA,73.9,0,2016-01-19,3
54,Online TA,148.33,1,2016-02-28,4
55,Online TA,69.5,1,2016-03-02,3
80,Online TA,80.3,0,2016-03-03,3
64,Online TA,87.3,0,2016-03-10,3
87,Online TA,62.18,1,2016-03-24,4
50,Online TA,101.31,1,2016-04-01,5
6,Online TA,196.0,1,2016-04-08,2
200,Online TA,106.2,1,2016-05-02,4
128,Online TA,104.18,0,2016-05-05,3
21,Online TA,159.0,1,2016-08-01,4
49,Online TA,168.3,1,2016-08-20,5
92,Offline TA/TO,63.75,1,2016-08-28,5
142,Online TA,143.1,1,2016-09-20,6
156,Online TA,116.1,1,2016-09-25,3
30,Online TA,139.28,1,2016-10-02,4
184,Online TA,122.4,1,2016-10-04,3
67,Groups,115.0,1,2016-10-17,1
163,Direct,100.0,1,2016-10-20,3
82,Online TA,123.0,1,2016-10-21,6
205,Online TA,109.8,1,2016-10-28,3
18,Online TA,140.0,1,2016-10-29,3
3,Aviation,95.0,1,2016-11-10,1
29,Direct,100.38,1,2016-11-14,4
496,Groups,51.4,1,2016-11-17,1
45,Online TA,86.4,1,2016-11-20,1
134,Online TA,163.34,1,2016-12-26,6
258,Groups,62.8,1,2015-07-02,2
260,Groups,62.0,1,2015-07-04,4
2,Corporate,67.0,0,2016-06-16,1
6,Online TA,114.0,0,2015-09-21,4
17,Direct,90.0,0,2015-11-02,1
55,Offline TA/TO,60.0,0,2015-11-18,4
313,Online TA,95.4,1,2016-08-18,7
63,Online TA,133.0,0,2015-12-30,2
69,Online TA,119.8,0,2015-12-31,2
21,Offline TA/TO,55.2,1,2016-01-05,10
7,Online TA,81.0,0,2016-02-05,1
16,Online TA,64.22,0,2016-02-05,3
17,Online TA,91.0,0,2016-02-15,4
7,Direct,137.0,0,2016-02-22,4
45,Online TA,80.3,0,2016-02-25,3
8,Online TA,0.0,0,2016-12-28,1
49,Online TA,67.22,0,2016-03-09,1
47,Online TA,93.5,0,2016-03-21,4
60,Offline TA/TO,75.0,0,2016-04-02,5
14,Groups,70.0,0,2016-04-13,1
73,Online TA,137.7,0,2016-04-15,3
58,Online TA,86.72,0,2016-04-25,4
81,Online TA,119.85,0,2016-05-01,4
91,Offline TA/TO,75.0,0,2016-05-11,4
50,Offline TA/TO,85.5,0,2016-05-21,2
12,Online TA,111.35,0,2016-05-30,2
0,Direct,110.0,0,2016-04-24,1
14,Online TA,199.0,0,2016-08-26,2
92,Online TA,60.3,0,2016-11-08,4
1,Direct,75.0,0,2015-08-12,1
1,Online TA,92.0,0,2015-08-31,5
35,Online TA,67.5,1,2016-02-12,2
270,Offline TA/TO,70.0,0,2016-04-20,4
77,Online TA,125.1,1,2016-06-16,3
11,Online TA,139.33,0,2015-10-09,3
0,Direct,69.0,0,2015-11-27,1
1,Offline TA/TO,80.0,0,2015-11-27,3
19,Online TA,122.0,0,2015-12-05,3
39,Online TA,107.0,0,2015-12-29,1
12,Online TA,111.0,0,2016-02-12,5
6,Online TA,92.0,0,2016-02-22,3
51,Online TA,63.75,0,2016-03-10,4
11,Online TA,182.0,0,2016-03-24,2
46,Online TA,105.3,0,2016-04-21,2
44,Offline TA/TO,85.0,0,2016-04-23,3
0,Online TA,221.0,0,2016-05-03,4
3,Offline TA/TO,95.0,0,2016-05-10,2
30,Online TA,126.9,0,2016-05-21,1
1,Corporate,100.0,0,2016-06-02,2
0,Offline TA/TO,61.0,0,2015-07-08,1
59,Offline TA/TO,114.25,0,2015-07-25,12
34,Online TA,108.06,0,2015-07-29,6
0,Direct,200.0,0,2015-08-05,1
45,Offline TA/TO,75.53,0,2015-08-27,7
83,Online TA,112.33,0,2015-08-30,6
10,Offline TA/TO,122.6,0,2015-08-31,4
144,Online TA,83.15,0,2015-09-06,14
92,Online TA,125.71,1,2015-09-19,14
0,Online TA,47.0,0,2015-10-13,2
114,Groups,36.0,1,2015-10-26,23
6,Direct,54.0,0,2015-10-30,3
4,Online TA,39.0,0,2015-11-01,1
15,Offline TA/TO,26.1,0,2015-11-06,2
0,Offline TA/TO,0.0,0,2015-11-16,0
46,Direct,38.0,1,2016-02-03,26
16,Online TA,48.0,1,2016-02-25,4
2,Direct,60.84,1,2016-03-28,7
128,Offline TA/TO,46.18,1,2016-05-14,7
117,Offline TA/TO,46.75,1,2016-05-15,7
65,Online TA,49.0,1,2016-05-16,1
262,Online TA,46.98,1,2016-05-21,7
133,Online TA,85.5,1,2016-06-01,4
116,Online TA,108.0,1,2016-06-10,4
83,Online TA,154.0,1,2016-09-04,1
78,Online TA,252.0,1,2016-09-04,8
63,Online TA,212.86,1,2016-09-23,7
0,Online TA,73.0,1,2016-10-28,1
1,Online TA,75.0,1,2016-11-01,1
92,Online TA,42.0,1,2016-12-09,2
1,Online TA,36.0,0,2015-11-18,1
1,Corporate,30.0,0,2016-01-14,1
109,Offline TA/TO,172.38,0,2015-08-09,7
28,Corporate,89.0,1,2016-07-20,2
0,Offline TA/TO,25.0,0,2016-02-01,1
0,Direct,82.35,0,2016-03-30,2
289,Online TA,36.0,1,2015-11-26,1
48,Offline TA/TO,149.0,0,2015-08-10,6
15,Direct,217.0,0,2015-08-20,3
0,Direct,153.0,0,2015-08-28,1
101,Online TA,211.0,0,2015-08-22,8
0,Online TA,120.6,0,2015-08-29,2
44,Direct,219.25,0,2015-08-29,8
334,Direct,112.0,0,2015-09-07,7
2,Direct,163.0,0,2015-09-25,4
51,Online TA,74.4,0,2015-10-01,2
0,Corporate,30.0,0,2016-02-17,1
89,Offline TA/TO,66.0,0,2015-10-19,6
0,Direct,111.0,0,2016-06-13,1
0,Corporate,65.0,0,2016-09-13,2
88,Direct,96.43,0,2015-10-24,7
7,Online TA,49.0,0,2015-11-06,1
0,Direct,38.0,0,2015-11-15,1
1,Offline TA/TO,37.7,0,2015-11-17,4
4,Direct,68.0,0,2015-11-21,1
27,Online TA,33.26,0,2015-11-20,5
0,Direct,43.0,0,2015-12-22,1
2,Online TA,52.4,0,2015-11-29,3
17,Online TA,54.0,0,2015-12-12,4
2,Corporate,25.0,0,2016-02-17,1
2,Online TA,61.5,0,2016-02-13,2
1,Offline TA/TO,29.0,0,2016-02-24,3
17,Online TA,43.0,0,2016-02-28,3
4,Direct,80.0,0,2016-04-30,1
126,Online TA,54.0,0,2016-03-14,6
7,Offline TA/TO,26.1,0,2016-03-21,1
57,Online TA,58.0,0,2016-04-13,2
103,Offline TA/TO,39.4,0,2016-04-30,7
66,Offline TA/TO,41.4,0,2016-05-07,7
6,Direct,0.0,1,2016-05-29,0
128,Online TA,107.0,0,2016-06-03,2
141,Online TA,71.17,0,2016-05-31,7
157,Offline TA/TO,51.85,0,2016-06-11,7
51,Online TA,201.0,0,2016-08-03,1
272,Offline TA/TO,140.31,0,2016-08-24,7
14,Direct,187.5,0,2016-09-02,6
26,Direct,146.1,0,2016-09-12,3
11,Groups,50.0,0,2016-10-09,1
162,Online TA,87.86,0,2016-10-04,7
25,Online TA,75.0,0,2016-10-21,2
77,Online TA,114.6,0,2016-10-28,5
57,Online TA,69.94,0,2016-11-02,7
116,Online TA,39.8,0,2016-11-18,2
11,Offline TA/TO,83.76,0,2016-11-13,7
36,Online TA,41.58,0,2016-11-18,3
25,Online TA,40.8,0,2016-11-30,4
1,Direct,0.0,0,2016-12-15,0
9,Online TA,63.0,0,2016-12-18,1
105,Direct,92.4,0,2016-12-23,10
237,Online TA,68.25,0,2016-12-29,8
7,Complementary,0.0,0,2015-08-03,3
0,Direct,75.0,0,2015-08-05,2
0,Online TA,81.0,0,2015-08-07,1
4,Direct,89.0,0,2015-08-19,5
3,Direct,71.25,0,2015-08-21,1
55,Online TA,97.93,0,2015-09-02,8
9,Online TA,103.05,0,2015-09-02,4
21,Online TA,105.0,0,2015-09-03,3
22,Online TA,105.0,0,2015-09-06,1
37,Online TA,95.0,0,2015-09-20,4
30,Offline TA/TO,121.0,1,2015-09-30,2
74,Online TA,89.25,0,2015-10-07,4
55,Online TA,84.45,0,2016-01-29,4
43,Online TA,69.52,1,2016-02-05,3
0,Complementary,0.0,1,2016-02-10,1
19,Online TA,91.0,1,2016-02-15,5
33,Online TA,83.9,1,2016-03-02,4
64,Online TA,51.97,0,2016-03-11,3
8,Online TA,124.0,1,2016-03-11,3
83,Online TA,159.3,1,2016-04-01,2
109,Online TA,73.74,0,2016-04-01,6
29,Online TA,98.0,1,2016-04-12,3
72,Online TA,115.5,1,2016-04-24,3
69,Online TA,105.3,1,2016-04-27,2
152,Online TA,107.0,1,2016-04-30,1
289,Groups,65.0,0,2016-05-06,2
132,Online TA,89.25,1,2016-05-16,4
35,Online TA,98.1,1,2016-05-22,4
45,Online TA,101.7,1,2016-06-20,3
60,Online TA,108.9,1,2016-06-26,4
150,Online TA,85.5,1,2016-06-27,1
154,Online TA,90.95,1,2016-06-28,4
51,Online TA,117.9,1,2016-06-30,3
157,Online TA,120.7,1,2016-07-06,4
178,Online TA,88.5,1,2016-07-22,3
61,Online TA,99.9,1,2016-07-23,2
113,Online TA,150.3,1,2016-08-23,2
31,Online TA,130.5,1,2016-08-26,1
228,Online TA,80.75,1,2016-08-27,6
18,Offline TA/TO,97.0,1,2016-08-31,2
155,Online TA,135.9,1,2016-09-02,3
65,Online TA,91.2,1,2016-09-05,3
258,Groups,65.0,1,2016-09-08,1
75,Online TA,152.1,1,2016-09-16,1
2,Direct,181.79,1,2016-09-17,5
29,Online TA,122.55,1,2016-09-18,2
19,Offline TA/TO,118.15,1,2016-09-19,1
81,Online TA,119.07,1,2016-10-02,3
139,Online TA,102.06,1,2016-10-04,5
99,Online TA,118.8,1,2016-10-08,4
277,Online TA,93.08,1,2016-10-20,4
12,Online TA,202.88,1,2016-10-29,4
75,Offline TA/TO,105.0,1,2016-10-30,2
19,Online TA,150.0,1,2016-11-07,2
5,Online TA,90.33,1,2016-11-23,3
8,Groups,90.0,1,2016-11-30,2
32,Online TA,147.9,1,2016-12-02,4
60,Online TA,126.0,1,2016-12-08,3
296,Online TA,196.07,1,2016-12-26,6
156,Online TA,76.5,1,2015-07-05,10
195,Online TA,89.25,0,2015-09-07,6
5,Direct,114.43,0,2015-09-07,7
5,Online TA,140.75,0,2015-09-19,4
20,Online TA,95.9,1,2015-10-05,4
14,Online TA,87.0,1,2015-11-04,1
8,Online TA,83.0,0,2015-11-04,1
13,Online TA,101.0,0,2015-11-22,1
73,Offline TA/TO,0.0,0,2015-11-24,3
14,Online TA,81.0,0,2015-12-11,2
28,Online TA,87.0,0,2015-12-17,1
41,Online TA,86.07,0,2016-01-07,6
1,Online TA,90.33,0,2016-01-17,6
11,Corporate,66.0,0,2016-01-30,1
67,Offline TA/TO,57.0,0,2016-01-29,2
16,Online TA,148.0,0,2016-02-27,5
55,Online TA,78.3,0,2016-03-13,3
121,Offline TA/TO,43.5,0,2016-03-19,4
20,Online TA,122.2,0,2016-03-19,5
70,Offline TA/TO,59.5,0,2016-03-24,3
25,Online TA,172.0,0,2016-03-26,4
113,Offline TA/TO,61.25,0,2016-03-29,4
35,Online TA,131.4,0,2016-04-05,3
47,Online TA,114.33,0,2016-04-12,4
85,Online TA,90.95,0,2016-04-12,4
3,Direct,75.65,0,2016-04-17,2
48,Online TA,100.8,0,2016-04-17,2
6,Direct,147.0,0,2016-04-24,1
100,Online TA,81.2,0,2016-04-25,3
100,Online TA,93.08,0,2016-04-26,4
117,Online TA,94.5,0,2016-05-03,2
110,Online TA,101.58,0,2016-05-02,4
49,Offline TA/TO,85.0,0,2016-05-06,2
27,Online TA,48.0,1,2015-11-16,3
4,Online TA,63.2,0,2016-05-30,3
0,Online TA,90.0,0,2015-08-07,6
108,Online TA,75.76,0,2016-04-16,4
170,Online TA,114.75,1,2016-08-03,7
0,Direct,95.0,0,2015-10-30,1
66,Offline TA/TO,85.0,0,2016-05-05,6
1,Online TA,147.0,0,2015-07-02,1
16,Direct,134.0,1,2015-07-25,2
13,Direct,230.5,0,2015-08-04,4
59,Online TA,164.0,1,2015-08-29,2
0,Corporate,124.1,0,2015-09-04,1
88,Online TA,167.0,0,2015-09-04,2
15,Online TA,163.0,1,2015-09-05,2
7,Direct,114.0,0,2015-09-18,2
21,Corporate,75.65,0,2015-09-23,1
74,Online TA,76.0,1,2015-11-16,4
183,Online TA,44.5,0,2015-12-08,28
192,Online TA,32.4,0,2015-12-10,1
83,Online TA,43.57,0,2015-12-23,3
54,Online TA,107.75,1,2015-12-30,4
28,Online TA,46.4,1,2016-02-01,4
18,Online TA,69.67,1,2016-02-05,3
56,Direct,110.0,1,2016-03-24,3
24,Online TA,48.0,1,2016-03-27,2
1,Direct,89.0,1,2016-05-21,1
101,Online TA,148.0,1,2016-06-02,5
234,Direct,69.71,0,2016-06-16,7
35,Online TA,210.43,1,2016-07-30,7
303,Offline TA/TO,90.06,0,2016-09-01,14
245,Online TA,101.4,1,2016-09-12,15
128,Offline TA/TO,116.0,1,2016-09-18,10
18,Online TA,119.0,1,2016-09-22,1
65,Online TA,79.0,1,2016-10-04,1
67,Online TA,139.0,1,2016-10-06,4
41,Online TA,63.67,1,2016-10-18,3
0,Direct,61.0,0,2016-10-24,2
6,Corporate,40.0,0,2016-02-16,1
117,Online TA,241.0,0,2016-07-18,7
0,Corporate,65.4,0,2016-04-11,1
166,Groups,121.5,1,2015-07-15,2
0,Direct,45.0,0,2015-11-12,1
59,Online TA,177.57,0,2015-08-17,7
0,Online TA,120.6,0,2015-08-30,1
333,Direct,129.0,0,2015-09-07,7
71,Online TA,150.82,0,2015-09-06,11
167,Offline TA/TO,50.03,0,2015-10-01,14
0,Online TA,47.0,0,2015-10-23,3
0,Direct,55.0,0,2016-03-04,1
4,Online TA,98.0,0,2015-12-19,1
0,Direct,71.0,0,2015-12-27,1
124,Offline TA/TO,48.19,0,2016-01-09,7
4,Direct,82.0,0,2016-01-17,1
1,Direct,63.6,0,2016-01-21,5
3,Offline TA/TO,31.0,0,2016-01-28,1
0,Direct,45.0,0,2016-02-15,1
0,Corporate,39.0,0,2016-01-28,1
6,Online TA,43.0,0,2016-02-24,1
24,Online TA,48.0,0,2016-02-26,3
11,Offline TA/TO,51.0,0,2016-03-19,3
27,Online TA,84.0,0,2016-04-06,4
73,Corporate,0.0,1,2016-04-12,0
155,Online TA,54.2,0,2016-04-06,6
5,Direct,85.0,0,2016-04-13,1
